dose,filter,filename,snr,cnr,precision,recall,dice,exec_time_s
0.05,original,46.png,1.9891313623521212,0.5082161941996397,0.4026939879340531,0.8202330508465887,0.5401841774801172,0.00011229998199269176
0.05,original,47.png,2.028686384127817,0.09213102141932368,0.4261583516366352,0.7369991860353287,0.5400444017363067,0.0001050999853760004
0.05,original,48.png,2.099216745427877,0.2987193710186454,0.09212118092196028,0.5863368283083448,0.1592258925592259,0.00013379997108131647
0.05,original,49.png,1.8440099290910006,0.5808425536395223,0.20193935662603152,0.40274224905310263,0.2689994532531438,0.00018169998656958342
0.05,original,5.png,2.1927761368898775,0.5218827528527135,0.34937050359697946,0.7460719273736504,0.47589086859688196,0.00010750000365078449
0.05,original,50.png,2.3009020234580273,0.1530468149712242,0.17688974733760263,0.6956477109415975,0.2820576851042577,0.00016009999671950936
0.05,original,51.png,2.2667331712666927,0.5550214150943608,0.1350633062589181,0.6477158814253935,0.2235180746707519,0.0001564000267535448
0.05,original,52.png,2.1948168005009068,0.2548445735854425,0.3871469868799988,0.7681447165227089,0.5148222074369779,0.0001420000335201621
0.05,original,53.png,2.1608185826919994,0.054143936319665235,0.18597669718220605,0.6382739977551379,0.2880290929178079,0.0001010000123642385
0.05,original,54.png,1.9777698790058558,0.38745862447257684,0.26769571891511695,0.6401549913320688,0.37752187377852614,0.00018710002768784761
0.05,original,55.png,2.2916523338682615,0.3712457119887856,0.2766198519142377,0.696800743395263,0.3960239168568572,0.00010949996067211032
0.05,original,56.png,1.9545549994814417,0.036429905649279476,0.27009259259246754,0.8569330199752395,0.4107293720078851,0.00018049997743219137
0.05,original,57.png,2.1987346172936446,0.31957837421013796,0.13033248715245796,0.5704607046062731,0.2121868857416461,0.0001365999924018979
0.05,original,59.png,2.4167652190167805,0.25764176090060475,0.23396358355067537,0.7725577264646779,0.35915856402634133,0.00012929999502375722
0.05,original,6.png,2.241787135327401,0.6558192339113809,0.2512836154744287,0.6553095585302197,0.3632689057102962,0.00020479998784139752
0.05,original,60.png,2.246101293241904,0.3336338287007685,0.22441758428391193,0.5489164301041688,0.31858549326903757,0.00012209999840706587
0.05,original,61.png,2.401319575788595,0.002075032324358919,0.18333055601839046,0.716565349543295,0.29196337741607326,0.00014379998901858926
0.05,original,62.png,1.885271835699877,0.2539050187931415,0.1949593591016929,0.8782929399344619,0.319088864430301,0.00010120001388713717
0.05,original,63.png,2.3321509860180667,0.32026541577793144,0.20014263300522034,0.5856427378960053,0.29833103008398004,0.0002248000237159431
0.05,original,64.png,2.2369972379916487,0.09646725909708954,0.2744291948641614,0.5464047349193472,0.36535870663523073,0.0001639999682083726
0.05,original,65.png,1.7563653596487214,0.43337303604074484,0.5023194168319232,0.494939601697278,0.4986022035849367,0.00018089998047798872
0.05,original,66.png,1.691490791274076,0.7597696315099014,0.060716248784398026,0.8711830131428288,0.1135207778861103,0.00019500002963468432
0.05,original,67.png,2.1824764757514563,0.4188203809301669,0.23122003196576615,0.6806063774164827,0.34517497348886533,0.00017409998690709472
0.05,original,68.png,2.2226336059284306,0.42862943298607786,0.41550347669306437,0.7236275565117297,0.5278932042011583,0.00012290000449866056
0.05,original,69.png,2.3069010196959403,0.41251753507169997,0.3146925758360048,0.554640522875092,0.40155207495386364,0.00013970001600682735
0.05,original,7.png,2.042298652603922,0.020331350610461426,0.11334414456153327,0.7626656274342115,0.1973578055667608,0.0001362999901175499
0.05,original,70.png,1.7557391586831845,0.2546922750463946,0.30358057721847576,0.6306018682740562,0.40985244389794034,0.000193099956959486
0.05,original,71.png,2.2831237797564805,0.27978379594283254,0.25283887275049877,0.6043827216154708,0.35652729013724865,0.00017049995949491858
0.05,original,72.png,2.200076015820793,0.23466577608915837,0.41536982515146587,0.6207237137464121,0.4976961843052556,0.00013319996651262045
0.05,original,73.png,2.0900430252935482,0.31968443541359703,0.27058941258867675,0.5267361449298463,0.35751826265163783,0.00011309998808428645
0.05,original,74.png,2.42147327353378,0.03997739825677336,0.2946424146303739,0.8733656530029773,0.4406314853246368,0.00017549999756738544
0.05,original,75.png,2.211444937633864,0.5323037806831049,0.3450352602046919,0.6547816743180084,0.451928263214671,0.00014739995822310448
0.05,original,76.png,1.9915673910231129,0.44296736938198195,0.23279316954165089,0.7854203409749729,0.35913978494623655,0.00012939999578520656
